20201221081254,34.715833333333336,135.76967
,adress,rssi,uuid
0,00:a0:50:1d:71:20,-69,null
1,4c:32:3a:a8:3e:85,-36,null
2,74:fc:c3:85:47:35,-90,null
3,09:54:c0:a3:73:5d,-38,0000fd6f-0000-1000-8000-00805f9b34fb
4,73:e2:4b:4b:ed:db,-95,null
