20201221123819,34.63234833333333,135.76678666666666
,adress,rssi,uuid
0,00:a0:50:11:41:59,-80,null
1,4e:7c:da:18:68:8a,-26,null
2,0d:89:44:7d:68:70,-24,0000fd6f-0000-1000-8000-00805f9b34fb
3,48:d0:12:d5:68:24,-85,null
4,56:9e:f9:79:28:e7,-67,null
5,61:04:06:1b:af:33,-92,null
