20201221185828,34.69398,135.80291666666668
,adress,rssi,uuid
0,00:a0:50:53:1a:62,-74,null
1,7d:c7:e7:96:f2:63,-52,null
2,40:f7:b7:e1:f6:a6,-60,null
3,33:e2:73:69:63:0e,-60,0000fd6f-0000-1000-8000-00805f9b34fb
4,02:5f:f5:af:17:ad,-42,0000fd6f-0000-1000-8000-00805f9b34fb
