20201221163932,34.61927333333333,135.78509333333332
,adress,rssi,uuid
0,00:a0:50:e8:28:a8,-77,null
1,7e:51:9f:e3:28:04,-64,null
2,25:1c:09:28:7e:f8,-93,0000fd6f-0000-1000-8000-00805f9b34fb
3,d8:9c:67:3a:a8:86,-95,null
4,28:9c:ed:90:4a:82,-55,0000fd6f-0000-1000-8000-00805f9b34fb
5,63:29:e8:58:4a:4c,-53,null
6,6c:09:1f:6b:43:8c,-52,null
7,77:55:fa:10:7f:10,-91,null
