20201221024007,0.0,0.0
,adress,rssi,uuid
0,42:98:b3:09:17:2a,-49,null
1,62:26:c4:cd:99:c6,-96,null
2,f9:d9:46:f2:b3:d6,-94,null
3,09:68:82:b7:0d:b1,-45,0000fd6f-0000-1000-8000-00805f9b34fb
4,c7:63:6b:d2:ea:2f,-96,null
