20201221023754,0.0,0.0
,adress,rssi,uuid
0,88:6b:0f:63:33:87,-94,null
1,09:68:82:b7:0d:b1,-51,0000fd6f-0000-1000-8000-00805f9b34fb
2,42:98:b3:09:17:2a,-49,null
3,70:26:05:d3:46:23,-98,null
4,ff:0f:00:0f:88:80,-95,null
5,88:6b:0f:63:33:ac,-96,null
