20201221101634,34.694045,135.80208333333334
,adress,rssi,uuid
0,00:a0:50:53:1a:a7,-74,null
1,6a:7e:6c:ca:a5:e5,-49,null
2,21:ce:68:03:e3:32,-49,0000fd6f-0000-1000-8000-00805f9b34fb
