20201221073400,34.71168,135.77050333333332
,adress,rssi,uuid
0,00:a0:50:52:f3:95,-74,null
1,5d:ef:17:26:ce:2a,-50,null
2,41:a5:67:f5:65:1a,-65,null
3,47:c0:75:dd:e3:68,-96,null
4,10:b6:e2:01:63:9a,-44,0000fd6f-0000-1000-8000-00805f9b34fb
5,45:84:6e:e0:a5:1c,-91,null
