20201221152504,34.59149166666667,135.709305
,adress,rssi,uuid
0,00:a0:50:2d:33:88,-76,null
1,40:2c:00:1f:30:7c,-61,null
2,2b:e6:b6:d5:c1:16,-56,0000fd6f-0000-1000-8000-00805f9b34fb
3,74:91:71:38:99:73,-62,null
4,2a:36:97:18:da:95,-61,0000fd6f-0000-1000-8000-00805f9b34fb
5,3a:3f:fe:17:96:ab,-52,null
