20201221073706,34.717953333333334,135.76995333333332
,adress,rssi,uuid
0,00:a0:50:52:f3:95,-77,null
1,10:b6:e2:01:63:9a,-43,0000fd6f-0000-1000-8000-00805f9b34fb
2,5d:ef:17:26:ce:2a,-40,null
3,61:b4:3a:77:6b:96,-94,null
4,7d:68:92:cf:85:12,-96,null
5,4f:54:48:f1:91:b1,-96,null
