20201221025027,34.72488,135.72067833333332
,adress,rssi,uuid
0,59:8e:a0:49:f8:c2,-79,null
1,f0:79:60:1d:40:f3,-46,null
2,50:32:37:8d:12:eb,-92,null
3,15:fc:eb:cc:d3:6b,-52,0000fd6f-0000-1000-8000-00805f9b34fb
4,27:78:ca:97:0f:f6,-89,null
5,74:34:a2:de:82:d1,-51,null
