,address,rssi,uuid
0,00:a0:50:52:e2:5d,-94,
1,4b:df:d4:05:d1:f4,-85,
2,00:a0:50:c4:24:ee,-72,
3,75:74:52:0c:df:c5,-95,
4,48:6c:b9:71:cb:d0,-71,
5,67:54:2c:d4:00:61,-88,
6,35:ab:49:cd:88:26,-87,0000fd6f-0000-1000-8000-00805f9b34fb
7,75:28:d3:63:cc:85,-84,
8,04:7a:1b:5f:e8:6c,-92,0000fd6f-0000-1000-8000-00805f9b34fb
9,6d:21:56:c0:39:54,-76,
10,71:4e:a6:1c:49:90,-72,
11,45:7d:36:71:a7:f3,-97,
12,62:12:29:1c:25:aa,-101,
13,74:e0:4a:cd:fa:26,-83,
14,f1:0a:a8:94:eb:ea,-77,
15,48:bf:2a:e1:e1:d8,-84,
16,4a:c2:18:2f:f9:51,-89,
17,75:79:a9:5c:75:1b,-86,
18,98:b6:e9:16:1d:33,-104,
19,46:8f:d9:b2:50:4b,-93,0000fd6f-0000-1000-8000-00805f9b34fb
20,c0:00:00:02:5f:a3,-96,
