20210701095329,0.0,0.0
,adress,rssi,uuid
0,00:a0:50:c4:24:ee,-75,null
1,66:d4:82:88:34:f1,-93,null
2,0d:a8:b0:42:2a:7f,-97,0000fd6f-0000-1000-8000-00805f9b34fb
3,6b:83:36:85:63:10,-96,null
4,d4:36:39:ba:c1:e3,-100,null
5,d4:36:39:ba:bb:34,-95,null
6,d4:36:39:ba:bb:4b,-93,null
