20210701145438,34.681826666666666,135.84622166666668
,adress,rssi,uuid
0,00:a0:50:53:46:71,-91,null
1,40:d8:0c:2f:69:37,-64,null
2,00:a0:50:c4:24:ee,-69,null
3,28:ed:e0:d2:49:fa,-92,null
4,06:4c:98:34:e6:51,-63,0000fd6f-0000-1000-8000-00805f9b34fb
5,5d:c4:be:75:ba:62,-99,null
6,73:78:52:b3:74:a6,-96,null
7,5b:d9:56:2e:1e:df,-96,null
