20210701094727,0.0,0.0
,adress,rssi,uuid
0,00:a0:50:c4:24:ee,-72,null
1,b0:c0:90:d7:44:74,-89,null
2,45:71:16:f7:e4:51,-65,null
3,55:21:0b:12:41:e8,-88,null
4,46:06:41:fe:5e:9c,-95,null
5,54:aa:ea:e2:da:e2,-96,null
6,0c:d3:7a:36:24:66,-99,0000fd6f-0000-1000-8000-00805f9b34fb
