20210701155358,34.684776666666664,135.793455
,adress,rssi,uuid
0,00:a0:50:c4:24:ee,-66,null
1,1e:55:b1:29:0a:78,-94,0000fd6f-0000-1000-8000-00805f9b34fb
2,61:40:43:64:64:82,-94,null
3,55:dd:be:97:84:5b,-43,null
4,06:0d:60:cf:86:d3,-75,0000fd6f-0000-1000-8000-00805f9b34fb
5,60:25:c3:2d:61:84,-73,null
6,54:89:0e:d4:8b:d4,-96,null
7,65:06:21:23:20:0d,-96,null
