20210701095139,0.0,0.0
,adress,rssi,uuid
0,00:a0:50:c4:24:ee,-65,null
1,6e:ae:83:c8:06:91,-91,null
2,14:0b:8f:7a:7c:a3,-95,0000fd6f-0000-1000-8000-00805f9b34fb
