20210701101711,34.68507666666667,135.83937333333333
,adress,rssi,uuid
0,00:a0:50:c4:24:ee,-67,null
1,70:35:74:a9:57:12,-63,null
2,77:2a:31:41:07:7e,-95,null
3,75:5b:d9:66:f7:d6,-87,null
4,5e:03:a2:38:73:6f,-94,null
5,6f:fb:6f:d3:9f:3a,-95,null
6,5b:32:45:f6:9c:0c,-90,null
