20210701095313,0.0,0.0
,adress,rssi,uuid
0,00:a0:50:c4:24:ee,-63,null
1,0d:a8:b0:42:2a:7f,-86,0000fd6f-0000-1000-8000-00805f9b34fb
2,46:88:d6:84:3c:a6,-98,null
3,6b:83:36:85:63:10,-92,null
4,d4:36:39:ba:bb:4b,-96,null
