20210701095123,0.0,0.0
,adress,rssi,uuid
0,00:a0:50:c4:24:ee,-63,null
1,00:75:7d:22:81:4c,-97,0000fd6f-0000-1000-8000-00805f9b34fb
2,48:4a:39:68:a3:d7,-97,null
