20210701110728,34.69314833333333,135.782345
,adress,rssi,uuid
0,00:a0:50:c4:24:ee,-62,null
1,43:5d:5c:2b:31:ef,-95,null
2,7b:9b:3a:20:7a:7b,-90,null
3,3b:0f:a4:01:d3:24,-88,0000fd6f-0000-1000-8000-00805f9b34fb
4,5b:f5:9f:0c:f4:ab,-95,null
5,6e:2d:64:61:26:66,-62,null
6,02:b3:75:2d:e4:42,-82,0000fd6f-0000-1000-8000-00805f9b34fb
7,7c:ab:fc:c8:87:e9,-104,null
8,33:a9:e2:c6:aa:f0,-92,0000fd6f-0000-1000-8000-00805f9b34fb
9,4d:20:96:e0:8c:51,-95,null
10,7c:14:28:4b:cb:5f,-84,null
11,72:b7:89:38:92:c6,-82,null
12,76:82:55:0b:49:bb,-88,null
13,2c:6a:48:ef:91:7d,-91,null
14,58:6b:d1:10:84:5c,-85,null
15,1b:12:26:95:e9:46,-95,null
16,60:b3:49:64:1a:26,-95,null
17,69:a0:24:6f:45:c5,-94,null
18,17:23:2a:e8:12:de,-98,null
19,29:0b:bb:98:cd:81,-96,0000fd6f-0000-1000-8000-00805f9b34fb
20,77:62:0c:81:fa:4e,-85,null
21,2d:b3:13:af:e0:d9,-94,null
22,13:c6:f2:e7:43:74,-93,null
23,5e:cb:49:76:ab:c0,-89,null
24,44:6b:aa:3a:97:60,-95,null
25,46:59:4c:10:41:bc,-95,null
26,72:95:26:ed:65:cb,-88,null
27,d4:36:39:ba:bf:4c,-95,null
28,77:16:15:fe:ed:8b,-95,null
29,68:77:39:99:3a:d1,-91,null
30,34:6b:f3:44:fa:32,-85,0000fd6f-0000-1000-8000-00805f9b34fb
31,41:c4:c5:ec:c1:a0,-95,null
32,5f:7d:4b:f4:27:45,-92,null
33,28:11:a5:cb:cf:bd,-94,null
34,50:92:e4:ca:fb:2d,-95,null
35,4f:0f:6f:9e:f8:61,-98,null
36,34:46:7c:4c:0a:de,-89,0000fd6f-0000-1000-8000-00805f9b34fb
37,76:ca:aa:a1:15:26,-88,null
38,54:b7:9d:35:b1:e0,-98,null
39,4d:bf:fd:04:67:c2,-92,null
40,1c:a9:7d:55:06:1e,-95,null
41,5f:25:06:18:57:df,-90,null
42,07:4d:19:8a:28:7d,-93,0000fd6f-0000-1000-8000-00805f9b34fb
43,17:4e:ad:c1:0e:68,-93,0000fd6f-0000-1000-8000-00805f9b34fb
44,78:06:38:8f:f9:e9,-87,null
45,25:69:85:e4:4d:c8,-97,0000fd6f-0000-1000-8000-00805f9b34fb
46,4f:f7:67:6d:6f:c1,-86,null
47,56:36:5f:b3:f4:42,-96,null
48,d4:36:39:ba:c1:d3,-94,null
49,5b:fb:7c:5f:9e:f7,-93,null
50,4d:86:e2:d5:2e:1d,-98,null
51,53:2c:bc:27:b3:19,-96,null
52,21:f9:37:7e:34:3c,-96,0000fd6f-0000-1000-8000-00805f9b34fb
53,4a:3d:6d:2d:9c:0f,-101,null
