20210701101145,34.68442666666667,135.83568333333332
,adress,rssi,uuid
0,00:a0:50:c4:24:ee,-62,null
1,5e:a1:db:d9:72:2a,-91,null
2,4c:38:c1:b3:14:96,-88,null
3,5c:e5:ad:34:b0:e0,-80,null
4,07:da:d2:17:88:54,-84,0000fd6f-0000-1000-8000-00805f9b34fb
