20201221083517,34.683888333333336,135.83815833333333
,adress,rssi,uuid
0,00:a0:50:53:1a:d2,-73,null
1,51:d7:e5:c5:e4:a5,-83,0000fd6f-0000-1000-8000-00805f9b34fb
2,58:25:70:85:47:12,-34,null
3,34:c6:fe:d3:5b:44,-47,0000fd6f-0000-1000-8000-00805f9b34fb
4,43:fc:de:40:c1:34,-49,null
5,cf:2e:9d:9d:41:de,-34,null
6,73:df:3c:22:35:b3,-47,null
