20201221083446,34.684445,135.83597333333333
,adress,rssi,uuid
0,00:a0:50:53:1a:d2,-70,null
1,7b:69:81:56:82:46,-92,null
2,73:df:3c:22:35:b3,-40,null
3,51:d7:e5:c5:e4:a5,-89,0000fd6f-0000-1000-8000-00805f9b34fb
4,43:fc:de:40:c1:34,-45,null
5,34:c6:fe:d3:5b:44,-59,0000fd6f-0000-1000-8000-00805f9b34fb
6,58:25:70:85:47:12,-43,null
7,cf:2e:9d:9d:41:de,-42,null
